employer_id,name,hh_url,website,region,signal_vacancy,signal_vacancy_url,open_vacancies
4581865,ООО Термекс Энерджи,https://hh.ru/employer/4581865,http://thermexenergy.ru,,Менеджер по проектным продажам промышленного холодильного оборудования (B2B),https://saratov.hh.ru/vacancy/135443349,
4220674,ООО Пенетрон-Москва,https://hh.ru/employer/4220674,http://www.penetron-moscow.ru,,Менеджер по продажам,https://saratov.hh.ru/vacancy/134903778,
1057940,АО Компонент,https://hh.ru/employer/1057940,http://component.ru,,Менеджер по продажам,https://saratov.hh.ru/vacancy/135115100,
586,Банк Русский Стандарт,https://hh.ru/employer/586,http://www.rsb.ru,,Клиентский менеджер в отделение банка,https://saratov.hh.ru/vacancy/135352971,
8582,Лемана ПРО. ПРО,https://hh.ru/employer/8582,https://rabota.lemanapro.ru/,,Инженер по продажам,https://saratov.hh.ru/vacancy/130610084,
78638,Т-Банк. Бизнес и процессы. Продажи,https://hh.ru/employer/78638,https://l.tbank.ru/career_and_vacancies,,Финансовый менеджер,https://saratov.hh.ru/vacancy/135446771,
2958497,ООО Сайнтифик,https://hh.ru/employer/2958497,http://www.sntf.ru,,Менеджер проектных продаж (переработка и испытания полимеров),https://saratov.hh.ru/vacancy/135052322,
2057,МИР ИНСТРУМЕНТА,https://hh.ru/employer/2057,http://www.instrument.ru,,Менеджер маркетплейса (офис),https://saratov.hh.ru/vacancy/132198547,
33614,ПЕНОПЛЭКС,https://hh.ru/employer/33614,http://www.penoplex.ru,,Региональный менеджер (по работе со строительными объектами),https://saratov.hh.ru/vacancy/133972762,
4496,МТС Банк. Работа с клиентами,https://hh.ru/employer/4496,http://www.mtsbank.ru,,Начинающий специалист банка,https://saratov.hh.ru/vacancy/134618593,
30151,"ЭТМ, компания",https://hh.ru/employer/30151,http://www.etm.ru,,Менеджер по развитию систем безопасности и ОПС,https://saratov.hh.ru/vacancy/134672844,
3731347,Онлайн-школа Тетрика,https://hh.ru/employer/3731347,http://tetrika-school.ru,,Менеджер по продажам на вводный урок (теплая база),https://saratov.hh.ru/vacancy/134704649,
2324020,Точка Банк,https://hh.ru/employer/2324020,https://tochka.com/,,Менеджер по продажам продуктов для бизнеса,https://saratov.hh.ru/vacancy/134717381,
3388,Газпромбанк. Премиальный банкинг,https://hh.ru/employer/3388,http://www.gazprombank.ru,,Премиальный менеджер Старший/ведущий/главный,https://saratov.hh.ru/vacancy/134744070,
2245,Росгосстрах,https://hh.ru/employer/2245,http://www.rgs.ru,,Менеджер по страхованию (ст.м. Беговая),https://saratov.hh.ru/vacancy/135390724,
80,Альфа-Банк,https://hh.ru/employer/80,http://job.alfabank.ru/,,Менеджер по привлечению клиентов малого бизнеса (Московская область),https://saratov.hh.ru/vacancy/135393941,
12010059,CARDINAL&MARGO,https://hh.ru/employer/12010059,http://www.cardinal-hats.ru,,Менеджер по продажам,https://saratov.hh.ru/vacancy/135412179,
656481,Biglion,https://hh.ru/employer/656481,http://www.biglion.ru,,Менеджер по по продажам B2B ( Центр),https://saratov.hh.ru/vacancy/135458934,
3039125,ООО Криотэк,https://hh.ru/employer/3039125,http://криотэк.рф,,Менеджер по продажам сварочного оборудования,https://saratov.hh.ru/vacancy/134941538,
939441,ООО Глобал Климат,https://hh.ru/employer/939441,http://www.globalclimat.com,,Менеджер по продажам вентиляционного оборудования,https://saratov.hh.ru/vacancy/135141724,
11244642,ООО Технопромвент,https://hh.ru/employer/11244642,https://tpvent.ru/,,Менеджер по продажам оборудования,https://saratov.hh.ru/vacancy/134735755,
651612,ООО ДАЛКОС,https://hh.ru/employer/651612,https://dalkos.ru/,,Ведущий менеджер по продажам промышленного оборудования,https://saratov.hh.ru/vacancy/134763188,
3984473,ПОЛИВМАРКЕТ,https://hh.ru/employer/3984473,https://поливмаркет.рф/,,Менеджер по продажам оборудования,https://saratov.hh.ru/vacancy/135113515,
2593879,Группа компаний ПНЕВМОТЕХ,https://hh.ru/employer/2593879,https://kompr.ru/,,Менеджер по продажам (дизель-генераторное оборудование),https://saratov.hh.ru/vacancy/134949166,
12899614,ООО Роботек,https://hh.ru/employer/12899614,https://robotek.msk.ru/,,"Менеджер по продажам (промышленное оборудование, роботы)",https://saratov.hh.ru/vacancy/135157614,
2015616,КПД-ТЕХНО,https://hh.ru/employer/2015616,https://kpd-techno.ru/,,Региональный менеджер по продажам оборудования,https://saratov.hh.ru/vacancy/135131038,
12033991,АО Промхимгрупп,https://hh.ru/employer/12033991,https://promhimgroup.ru,,Менеджер по проектным продажам промышленного оборудования (нефтегаз),https://saratov.hh.ru/vacancy/132629461,
