employer_id,name,hh_url,website,region,signal_vacancy,signal_vacancy_url,open_vacancies
9474454,ООО Снабсталь,https://hh.ru/employer/9474454,https://snab-steel.ru/,,Менеджер по продаже металлопроката/ B2B,https://saratov.hh.ru/vacancy/134218835,
3858694,ООО Гмлпанель,https://hh.ru/employer/3858694,http://www.gmlpanel.ru,,Менеджер по продажам B2B,https://saratov.hh.ru/vacancy/131334745,
5637327,Рабочие резервы,https://hh.ru/employer/5637327,https://рабочие-резервы.рф/,,Менеджер по продажам B2B,https://saratov.hh.ru/vacancy/134926615,
11759784,ООО Кск Кобальт,https://hh.ru/employer/11759784,http://ksk-cobalt.ru,,Ведущий менеджер по продажам металлопроката (B2B),https://saratov.hh.ru/vacancy/134948400,
5398097,Восточные строительные технологии,https://hh.ru/employer/5398097,http://vstgp.ru/,,Менеджер по продажам (B2B),https://saratov.hh.ru/vacancy/134741880,
571126,Гейзер,https://hh.ru/employer/571126,https://futbolki.com/,,Менеджер по продажам B2B,https://saratov.hh.ru/vacancy/134741783,
5843309,ООО Сага Телеком,https://hh.ru/employer/5843309,https://www.sagatelecom.ru/,,Менеджер по продажам B2B/Стажер (системы радиосвязи),https://saratov.hh.ru/vacancy/134766799,
941134,ООО ДЕТАЛИ МАШИН,https://hh.ru/employer/941134,http://bearing-spb.ru,,Менеджер по продажам B2B (запасные части и оборудование),https://saratov.hh.ru/vacancy/134634860,
3529,Сбер. Работа с клиентами,https://hh.ru/employer/3529,https://rabota.sber.ru/,,Старший менеджер по работе с клиентами,https://saratov.hh.ru/vacancy/135565351,
78748,Art-HR,https://hh.ru/employer/78748,https://artxhr.ru,,Менеджер по работе с VIP-клиентами,https://saratov.hh.ru/vacancy/135561967,
4181,"Банк ВТБ (ПАО), Средний и малый бизнес",https://hh.ru/employer/4181,https://rabota.vtb.ru/,,Менеджер по привлечению корпоративных клиентов,https://saratov.hh.ru/vacancy/133123832,
4394,ОТП Банк. Работа с клиентами,https://hh.ru/employer/4394,http://www.otpbank.ru/,,Менеджер по работе с клиентами,https://saratov.hh.ru/vacancy/131921966,
3776,"""МТС"", Продажи и развитие",https://hh.ru/employer/3776,https://job.mts.ru/,,Специалист по работе с клиентами МТС,https://saratov.hh.ru/vacancy/133160387,
586,Банк Русский Стандарт,https://hh.ru/employer/586,http://www.rsb.ru,,Специалист по работе с клиентами банка,https://saratov.hh.ru/vacancy/106619993,
2245,Росгосстрах,https://hh.ru/employer/2245,http://www.rgs.ru,,Менеджер по страхованию (ст.м. Беговая),https://saratov.hh.ru/vacancy/135390724,
1696166,Я - Актер! Детская театральная студия,https://hh.ru/employer/1696166,https://i-actor.ru/,,Руководитель отдела продаж/РОП (актерская студия),https://saratov.hh.ru/vacancy/135526926,
2595390,ООО ТПК МДС,https://hh.ru/employer/2595390,http://www.tpk-mds.ru,,Менеджер по продажам/заместитель руководителя коммерческого отдела,https://saratov.hh.ru/vacancy/135497163,
4258986,Тренд Недвижимость,https://hh.ru/employer/4258986,https://trend-people.ru/,,Менеджер (продажи),https://saratov.hh.ru/vacancy/135103265,
11329285,BRICKANDHOME,https://hh.ru/employer/11329285,http://brickandhome.ru,,Руководитель отдела продаж (агентство недвижимости),https://saratov.hh.ru/vacancy/135376179,
1944298,ООО Правовые ресурсы,https://hh.ru/employer/1944298,https://pravovyeresursy.ru/,,Менеджер по продажам юридических услуг,https://saratov.hh.ru/vacancy/135557878,
9549892,Study Step by Step,https://hh.ru/employer/9549892,https://studysbs.com/?utm_source=hh,,Директор по маркетингу и продажам,https://saratov.hh.ru/vacancy/135545415,
9477999,ИП Цыганов Григорий Михайлович,https://hh.ru/employer/9477999,https://www.wildberries.ru/brands/rybak-vsemogushchiy,,Руководитель склада (Обухово),https://saratov.hh.ru/vacancy/134591275,
586731,ООО Капитал Лайф Страхование Жизни,https://hh.ru/employer/586731,https://kaplife.ru/,,Территориальный директор,https://saratov.hh.ru/vacancy/131592508,
1303772,ЭстэйтЛига,https://hh.ru/employer/1303772,https://estateliga.com,,Начинающий Менеджер по работе с клиентами в ЖК Царская Площадь (Готовая база),https://saratov.hh.ru/vacancy/135400650,
5038665,Детская клиника Kidney,https://hh.ru/employer/5038665,https://kidneyclinic.ru/,,Оператор call-центра,https://saratov.hh.ru/vacancy/135388860,
10278584,Gate,https://hh.ru/employer/10278584,https://gate-estate.ru/,,Брокер по коммерческой недвижимости (без поиска клиентов),https://saratov.hh.ru/vacancy/135357127,
4988730,ООО ИКСБИТ,https://hh.ru/employer/4988730,https://xbitspb.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135290029,
9623787,Формула команды,https://hh.ru/employer/9623787,https://t.me/hr_zaharova,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/134955049,
2205093,ООО Юридическая компания Золотое правило,https://hh.ru/employer/2205093,http://golden-rule.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135289194,
1126129,"Рио-Люкс Премиум, Агентство недвижимости",https://hh.ru/employer/1126129,http://www.riolux.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/129268569,
127256,СИНЕРГИЯ,https://hh.ru/employer/127256,https://synergyteam.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/133616249,
2833795,ООО Практик,https://hh.ru/employer/2833795,https://praktik.work/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135486803,
5842684,Банкротное агентство Катряевой Натальи,https://hh.ru/employer/5842684,https://katryaeva.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135052579,
2511106,ООО Каналсервис,https://hh.ru/employer/2511106,https://kanalservis.ru,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135122829,
612424,SPRING,https://hh.ru/employer/612424,http://www.springtime.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135264049,
3103795,Агентство недвижимости Welcome,https://hh.ru/employer/3103795,http://welcome26.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135465105,
1046599,Cosmos Hotel Group,https://hh.ru/employer/1046599,https://cosmosgroup.ru,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/134740905,
2740164,АО АЛЬТАГЕН,https://hh.ru/employer/2740164,https://www.ecotelecom.ru,,Начинающий руководитель отдела продаж,https://saratov.hh.ru/vacancy/135078113,
12694772,КупиДом,https://hh.ru/employer/12694772,https://xn---72-nddslrpf5ai5i.xn--p1ai/?ysclid=mn33k0hunv524070656,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135459109,
2818121,ООО Люксол,https://hh.ru/employer/2818121,http://Luxsol.ru,,Помощник руководителя отдела продаж,https://saratov.hh.ru/vacancy/135480206,
1322514,ООО СК Эдем,https://hh.ru/employer/1322514,http://www.edemcompany.ru,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135046122,
9731800,ООО Брусберри,https://hh.ru/employer/9731800,https://brusberry.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/135456580,
227539,АО Торговый центр Пиастрелла,https://hh.ru/employer/227539,http://www.piastrella.info/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/134735146,
3780604,Одиссей 2000,https://hh.ru/employer/3780604,http://odissey2000.ru/,,Руководитель отдела продаж,https://saratov.hh.ru/vacancy/134735353,
671766,Revyline,https://hh.ru/employer/671766,https://revyline.ru/,,Руководитель отдела продаж на маркетплейсах,https://saratov.hh.ru/vacancy/133868894,
10798245,ООО Джи Эн Эс Логистик,https://hh.ru/employer/10798245,https://gns.su/o-kompanii.html,,Руководитель отдела продаж (РОП),https://saratov.hh.ru/vacancy/135051107,
4376799,ООО Точка Решений,https://hh.ru/employer/4376799,http://tochkaresheny.ru/,,Руководитель отдела выездных продаж,https://saratov.hh.ru/vacancy/135483940,
3016769,ФондЖСС КО,https://hh.ru/employer/3016769,https://www.dom39.ru/,,Заместитель начальника отдела продаж недвижимости,https://saratov.hh.ru/vacancy/135568045,
4426147,ООО Вейнард,https://hh.ru/employer/4426147,https://lintega.ru/,,Руководитель отдела продаж Медиагруппы,https://saratov.hh.ru/vacancy/135049247,
3009470,МАСК групп,https://hh.ru/employer/3009470,https://mack-group.ru/,,Руководитель отдела продаж грузоперевозок (логистические услуги),https://saratov.hh.ru/vacancy/134953734,
1689572,ООО СТЕКПОИНТ,https://hh.ru/employer/1689572,https://stecpoint.ru,,Руководитель отдела продаж 1С,https://saratov.hh.ru/vacancy/135071952,
20475,ООО НоваПродукт АГ,https://hh.ru/employer/20475,http://www.novaprodukt.ru,,Руководитель отдела продаж (Экспорт),https://saratov.hh.ru/vacancy/129636917,
3266548,ООО Системы Комфорта,https://hh.ru/employer/3266548,http://www.artcentre.club,,Руководитель отдела продаж Керамогранит / Керамическая плитка,https://saratov.hh.ru/vacancy/135487679,
3044970,ООО SARTO REALE,https://hh.ru/employer/3044970,http://job.sartoreale.ru,,Руководитель отдела розничных продаж,https://saratov.hh.ru/vacancy/134757871,
11537882,LEKHTO GROUP,https://hh.ru/employer/11537882,https://lekhto-group.ru/,,Руководитель отдела продаж (Курортная недвижимость),https://saratov.hh.ru/vacancy/135064764,
3849043,ООО Премиум Недвижимость,https://hh.ru/employer/3849043,https://realty-premium.com/,,Руководитель отдела продаж в агентство недвижимости,https://saratov.hh.ru/vacancy/135485005,
770320,ООО Азбука Строительства,https://hh.ru/employer/770320,http://www.azbuka-stroy.ru,,Руководитель отдела продаж (загородное строительство),https://saratov.hh.ru/vacancy/134750130,
12540088,ИП Арсланов Денис Салаватович,https://hh.ru/employer/12540088,https://t.me/arslanov_project,,Руководитель отдела продаж B2B,https://saratov.hh.ru/vacancy/135279584,
4104087,ООО Адара корп,https://hh.ru/employer/4104087,https://adaracorp.ru/,,Руководитель отдела продаж (РОП),https://saratov.hh.ru/vacancy/135565044,
12835663,РУСАВТО ПРАЙМ,https://hh.ru/employer/12835663,https://rusautoprime.ru/,,Менеджер по продажам запчастей,https://saratov.hh.ru/vacancy/135556956,
4309,Ингосстрах,https://hh.ru/employer/4309,http://www.ingos.ru,,Менеджер по продажам страховых продуктов,https://saratov.hh.ru/vacancy/135496144,
2489728,Банкирро,https://hh.ru/employer/2489728,https://bankirro.ru/,,Менеджер по продажам\ входящие заявки (бфл),https://saratov.hh.ru/vacancy/135498947,
12010059,CARDINAL&MARGO,https://hh.ru/employer/12010059,http://www.cardinal-hats.ru,,Менеджер по продажам,https://saratov.hh.ru/vacancy/135412179,
80,Альфа-Банк,https://hh.ru/employer/80,http://job.alfabank.ru/,,Менеджер по привлечению клиентов малого бизнеса (Московская область),https://saratov.hh.ru/vacancy/135393967,
3731347,Онлайн-школа Тетрика,https://hh.ru/employer/3731347,http://tetrika-school.ru,,Менеджер по продажам на вводном уроке,https://saratov.hh.ru/vacancy/125142642,
10053710,AGATOS estate (ИП Жеребецкая Ирина Витальевна),https://hh.ru/employer/10053710,https://agatosestate.ru,,Менеджер по продаже новостроек (входящие заявки),https://saratov.hh.ru/vacancy/135456712,
227780,ООО Роснефть РН-Северо-Запад,https://hh.ru/employer/227780,http://www.rosneft.ru,,"Специалист отдела промышленной безопасности, охраны труда и окружающей среды",https://saratov.hh.ru/vacancy/132541879,
3530,СДЭК,https://hh.ru/employer/3530,https://rabota.cdek.ru/,,Менеджер по работе с действующими клиентами,https://saratov.hh.ru/vacancy/135406936,
94470,Увелка ООО «Ресурс»,https://hh.ru/employer/94470,http://www.uvelka.ru,,Менеджер по электронной коммерции/ E-commerce Key Account Manager,https://saratov.hh.ru/vacancy/135362021,
3127,"ПАО МегаФон, Call-центр",https://hh.ru/employer/3127,http://job.megafon.ru,,Специалист по развитию малого бизнеса,https://saratov.hh.ru/vacancy/132727160,
2723603,AERODISK,https://hh.ru/employer/2723603,https://aerodisk.ru,,Менеджер по развитию бизнеса,https://saratov.hh.ru/vacancy/134281079,
733737,KESAREV,https://hh.ru/employer/733737,http://www.kesarev.com,,Специалист по маркетингу и развитию бизнеса,https://saratov.hh.ru/vacancy/135456897,
12790405,АО Таргет Лид,https://hh.ru/employer/12790405,https://aotargetlead.ru/,,Директор по развитию бизнеса / Head of Growth,https://saratov.hh.ru/vacancy/134767933,
4352,"«Почта России», Офис",https://hh.ru/employer/4352,https://www.pochta.ru/,,Менеджер по развитию бизнеса,https://saratov.hh.ru/vacancy/135128417,
5923,"Ренессанс Банк, Урал",https://hh.ru/employer/5923,https://team.rencredit.ru,,Менеджер по развитию бизнеса,https://saratov.hh.ru/vacancy/135124756,
2647479,Группа компаний Kraska Store,https://hh.ru/employer/2647479,http://www.kraska-store.ru,,Заместитель генерального директора по развитию бизнеса,https://saratov.hh.ru/vacancy/135567648,
779,ЭКОПСИ Консалтинг,https://hh.ru/employer/779,http://www.ecopsy.ru,,Менеджер по развитию бизнеса (продажам),https://saratov.hh.ru/vacancy/135475219,
12798476,ИТК Призма (ИП Тимофеев Максим Владимирович),https://hh.ru/employer/12798476,https://itkprisma.ru/,,Менеджер по развитию бизнеса (Business Development),https://saratov.hh.ru/vacancy/134932307,
4700466,ООО Платформа Третье Мнение,https://hh.ru/employer/4700466,http://thirdopinion.ai,,Менеджер по продажам и развитию бизнеса,https://saratov.hh.ru/vacancy/135127587,
10932966,FINTECH SERVICE,https://hh.ru/employer/10932966,https://fintech-service.ru/,,Business Development Manager/Менеджер по развитию бизнеса,https://saratov.hh.ru/vacancy/134940107,
2899434,AmoPoint,https://hh.ru/employer/2899434,http://amopoint.ru,,Бизнес-аналитик/специалист по внедрению CRM,https://saratov.hh.ru/vacancy/135486484,
947,Логика молока. Офис,https://hh.ru/employer/947,https://hnrus.com/career/,,Региональный менеджер по развитию бизнеса,https://saratov.hh.ru/vacancy/135458342,
